match_id,win,blue_dragons,blue_heralds,blue_towers,blue_kills,blue_firstBlood,blue_voidgrubs,red_dragons,red_heralds,red_towers,red_kills,red_voidgrubs,blue_top_gold,blue_top_cs,blue_top_kills,blue_top_deaths,blue_top_champion,blue_top_tag,red_top_gold,red_top_cs,red_top_kills,red_top_deaths,red_top_champion,red_top_tag,top_gold_diff,blue_jungle_gold,blue_jungle_cs,blue_jungle_kills,blue_jungle_deaths,blue_jungle_champion,blue_jungle_tag,red_jungle_gold,red_jungle_cs,red_jungle_kills,red_jungle_deaths,red_jungle_champion,red_jungle_tag,jungle_gold_diff,blue_middle_gold,blue_middle_cs,blue_middle_kills,blue_middle_deaths,blue_middle_champion,blue_middle_tag,red_middle_gold,red_middle_cs,red_middle_kills,red_middle_deaths,red_middle_champion,red_middle_tag,middle_gold_diff,blue_bottom_gold,blue_bottom_cs,blue_bottom_kills,blue_bottom_deaths,blue_bottom_champion,blue_bottom_tag,red_bottom_gold,red_bottom_cs,red_bottom_kills,red_bottom_deaths,red_bottom_champion,red_bottom_tag,bottom_gold_diff,blue_utility_gold,blue_utility_cs,blue_utility_kills,blue_utility_deaths,blue_utility_champion,blue_utility_tag,red_utility_gold,red_utility_cs,red_utility_kills,red_utility_deaths,red_utility_champion,red_utility_tag,utility_gold_diff,blue_comp,red_comp
KR_8224687093,0,0,0,4,7,0,1,2,0,1,26,2,6896,131,4,3,Gnar,Fighter,5090,96,2,5,Azir,Mage,1806,4955,95,0,6,Naafiri,Assassin,7544,108,7,0,XinZhao,Fighter,-2589,5011,87,2,6,Akshan,Marksman,8140,144,4,0,Anivia,Mage,-3129,4718,94,1,8,Smolder,Marksman,9808,139,11,2,Yunara,Unknown,-5090,4005,22,0,3,Maokai,Tank,5836,15,2,0,Karma,Mage,-1831,하이퍼캐리,마법사조합
KR_8093783286,0,0,0,1,5,1,3,1,0,0,11,0,4780,88,1,4,Urgot,Fighter,6774,131,3,2,DrMundo,Fighter,-1994,5873,102,2,2,Viego,Assassin,6499,122,3,1,Hecarim,Fighter,-626,5246,122,1,2,Ahri,Mage,4974,115,1,1,Katarina,Assassin,272,5813,147,0,1,Lucian,Marksman,7274,154,2,1,Caitlyn,Marksman,-1461,3901,25,1,2,Rell,Tank,4218,24,2,0,Pyke,Support,-317,혼합조합,혼합조합
KR_8155000552,1,1,0,1,16,1,0,0,0,0,5,3,4790,91,2,1,Poppy,Tank,5117,122,0,3,Rumble,Fighter,-327,6368,90,6,1,Rammus,Tank,6101,112,3,3,MasterYi,Assassin,267,6018,117,4,0,Akali,Assassin,4487,97,0,5,Aurora,Unknown,1531,6725,123,3,2,Jhin,Marksman,6879,129,1,2,Caitlyn,Marksman,-154,4032,23,1,1,Elise,Mage,4470,13,1,3,Karma,Mage,-438,혼합조합,혼합조합
KR_8166146042,1,2,0,1,13,0,1,0,0,1,14,2,5542,85,3,5,Sion,Tank,7538,132,6,2,Jayce,Fighter,-1996,8042,109,6,1,Graves,Marksman,6218,108,4,2,Poppy,Tank,1824,5961,119,4,5,Mel,Unknown,5617,112,2,3,Orianna,Mage,344,5767,127,0,1,Jinx,Marksman,6309,136,2,1,Yunara,Unknown,-542,3944,15,0,2,Thresh,Support,3841,18,0,5,Lulu,Support,103,하이퍼캐리,혼합조합
KR_8172011676,0,0,0,1,18,1,0,1,0,0,21,3,3990,67,1,5,Vayne,Marksman,8158,154,4,2,Irelia,Fighter,-4168,8443,91,9,4,Rumble,Fighter,7525,100,8,4,Sylas,Mage,918,6817,85,6,6,Quinn,Marksman,6233,99,3,7,Kled,Fighter,584,5420,102,2,3,Yunara,Unknown,6896,99,5,5,Kalista,Marksman,-1476,4357,22,0,3,Nautilus,Tank,4401,16,1,1,Rell,Tank,-44,하이퍼캐리,혼합조합
KR_8128043170,0,0,0,2,8,1,0,1,0,0,16,3,5098,122,0,5,Sion,Tank,6958,127,3,0,Yorick,Fighter,-1860,6444,96,5,0,Shen,Tank,8627,109,10,3,Briar,Fighter,-2183,6030,128,2,4,Taliyah,Mage,5555,120,0,1,Kassadin,Assassin,475,5707,106,1,4,Caitlyn,Marksman,5835,95,1,2,Varus,Marksman,-128,3957,25,0,3,Rakan,Support,4975,32,2,2,Karma,Mage,-1018,혼합조합,혼합조합
KR_8133342456,0,1,0,1,12,1,2,0,0,0,7,1,4581,108,1,4,Irelia,Fighter,6627,132,3,1,Zaahen,Unknown,-2046,7383,117,7,0,Talon,Assassin,5790,107,1,3,Vi,Fighter,1593,5922,140,1,2,Zoe,Mage,6101,142,2,2,TwistedFate,Mage,-179,6548,134,3,0,Ezreal,Marksman,5251,121,1,4,Yunara,Unknown,1297,4209,11,0,1,Bard,Support,3741,27,0,2,Karma,Mage,468,혼합조합,혼합조합
KR_8209695619,0,1,0,0,13,1,3,1,0,0,9,0,4423,93,1,1,Shen,Tank,5623,121,2,2,Quinn,Marksman,-1200,6681,98,5,3,Warwick,Fighter,5969,117,1,2,LeeSin,Fighter,712,6190,100,4,4,Qiyana,Assassin,6847,124,5,4,Talon,Assassin,-657,6489,132,2,0,Jhin,Marksman,5090,120,1,3,Smolder,Marksman,1399,3957,30,1,1,Thresh,Support,3649,19,0,2,Bard,Support,308,혼합조합,하이퍼캐리
KR_8120888445,0,0,0,2,5,0,0,1,0,0,25,3,5312,115,1,2,Yorick,Fighter,4468,73,3,2,Poppy,Tank,844,4804,75,1,8,Graves,Marksman,8534,135,11,0,Nidalee,Assassin,-3730,4613,101,1,6,Azir,Mage,6118,117,4,3,Yone,Assassin,-1505,4481,96,1,4,Xayah,Marksman,7761,150,4,0,Ezreal,Marksman,-3280,3973,15,1,5,Seraphine,Mage,5799,28,3,1,Lux,Mage,-1826,하이퍼캐리,암살자조합
KR_8076360975,1,1,0,0,10,1,3,1,0,1,9,0,5459,131,1,2,Maokai,Tank,5375,122,1,1,TahmKench,Support,84,5968,112,3,1,Hecarim,Fighter,6525,87,4,3,Ivern,Support,-557,4602,97,1,4,Taliyah,Mage,6528,129,3,0,Kalista,Marksman,-1926,7895,148,4,1,Aphelios,Marksman,5197,115,0,4,Corki,Marksman,2698,4898,18,1,1,Rell,Tank,3972,25,1,2,Nautilus,Tank,926,혼합조합,하이퍼캐리
KR_8227411068,1,2,0,0,24,1,3,0,0,2,12,0,5087,99,1,1,Poppy,Tank,4183,96,1,3,Jax,Fighter,904,8347,99,11,2,MasterYi,Assassin,5880,86,4,5,LeeSin,Fighter,2467,5850,107,4,4,Singed,Tank,5103,102,2,7,Galio,Tank,747,8067,133,4,1,Ashe,Marksman,7887,107,5,3,Ezreal,Marksman,180,5622,18,4,4,Seraphine,Mage,3995,13,0,7,Alistar,Tank,1627,혼합조합,혼합조합
KR_8197190125,0,0,0,1,16,1,3,1,0,0,18,0,5365,109,2,3,Jayce,Fighter,6757,124,5,2,Yone,Assassin,-1392,6366,77,6,5,MasterYi,Assassin,5500,75,3,6,Kindred,Marksman,866,5851,116,2,3,Azir,Mage,5492,104,2,4,Lissandra,Mage,359,7601,112,5,4,Ezreal,Marksman,8270,113,7,1,Jhin,Marksman,-669,4748,25,1,3,Bard,Support,4870,12,1,3,Rakan,Support,-122,혼합조합,하이퍼캐리
KR_8227349878,1,1,0,0,11,0,0,0,0,0,13,3,4535,104,0,2,Ornn,Tank,5407,120,1,0,Darius,Fighter,-872,6396,82,5,2,Viego,Assassin,5976,96,3,3,Nocturne,Assassin,420,5625,127,1,3,Orianna,Mage,5134,95,2,1,Annie,Mage,491,6761,131,3,3,Jinx,Marksman,5644,104,1,2,Smolder,Marksman,1117,4386,13,2,3,Alistar,Tank,5476,16,6,5,Shaco,Assassin,-1090,혼합조합,암살자조합
KR_8219816034,1,2,0,2,9,1,0,0,0,0,15,3,4280,77,0,4,Shen,Tank,7014,139,5,2,Yone,Assassin,-2734,6584,113,5,4,LeeSin,Fighter,7293,116,5,0,JarvanIV,Tank,-709,6934,152,3,0,Orianna,Mage,5050,125,0,3,Taliyah,Mage,1884,5438,107,1,4,Caitlyn,Marksman,7346,122,4,3,Lucian,Marksman,-1908,3654,19,0,3,Thresh,Support,4762,19,1,1,Milio,Support,-1108,혼합조합,혼합조합
KR_8227731348,1,1,0,1,12,1,3,1,0,1,10,0,5571,129,1,1,Rumble,Fighter,4995,123,0,2,Ambessa,Unknown,576,6497,121,4,0,LeeSin,Fighter,6547,79,4,3,Nidalee,Assassin,-50,7936,132,7,2,Akali,Assassin,4940,88,2,6,Yone,Assassin,2996,4656,100,0,2,Tristana,Marksman,6472,134,3,0,Corki,Marksman,-1816,3952,18,0,5,Karthus,Mage,4258,18,1,1,Nautilus,Tank,-306,혼합조합,암살자조합
KR_8225013445,0,0,0,2,13,0,3,2,0,0,18,0,4672,90,1,4,KSante,Tank,6634,124,4,3,Gnar,Fighter,-1962,5846,106,2,1,Jax,Fighter,6346,87,5,0,RekSai,Fighter,-500,5235,127,1,4,Ryze,Mage,5775,114,2,1,Aurora,Unknown,-540,6826,80,7,3,Tristana,Marksman,6839,114,5,5,Caitlyn,Marksman,-13,4983,20,2,6,Bard,Support,5067,30,2,4,Zoe,Mage,-84,혼합조합,혼합조합
KR_8225806486,1,1,0,0,19,0,3,0,0,2,12,0,6581,138,4,3,Yone,Assassin,5080,98,1,4,Sylas,Mage,1501,7611,111,7,1,LeeSin,Fighter,6331,103,2,1,Zed,Assassin,1280,6584,140,1,2,Orianna,Mage,6559,77,5,4,Qiyana,Assassin,25,7426,122,6,2,Swain,Mage,5749,133,1,3,Jhin,Marksman,1677,4553,12,1,4,Leona,Tank,5042,16,3,7,Pantheon,Fighter,-489,혼합조합,암살자조합
KR_8221607419,1,1,0,1,4,0,0,1,0,0,12,3,5348,122,0,1,Sion,Tank,6749,158,0,1,Gwen,Fighter,-1401,6298,109,2,3,RekSai,Fighter,7298,114,6,0,Viego,Assassin,-1000,4773,142,0,4,Viktor,Mage,5989,140,2,1,Lissandra,Mage,-1216,6167,130,2,1,Jhin,Marksman,6644,141,2,1,Ezreal,Marksman,-477,3486,25,0,3,Swain,Mage,4488,21,2,1,Thresh,Support,-1002,혼합조합,혼합조합
KR_8227299613,1,1,0,0,16,0,3,0,0,1,10,0,4618,104,1,3,Singed,Tank,7167,136,5,1,Teemo,Marksman,-2549,6480,121,3,1,Nidalee,Assassin,6543,106,4,3,XinZhao,Fighter,-63,6844,124,5,1,Yone,Assassin,4640,98,0,4,Leblanc,Assassin,2204,6375,104,6,3,MasterYi,Assassin,5600,116,1,2,Smolder,Marksman,775,4563,25,1,2,Taric,Support,3472,13,0,6,Pantheon,Fighter,1091,암살자조합,하이퍼캐리
KR_8195734376,1,1,0,1,14,0,0,1,0,2,12,3,5993,126,3,1,DrMundo,Fighter,5565,137,1,3,Vayne,Marksman,428,6115,124,2,3,Viego,Assassin,5319,98,1,4,FiddleSticks,Unknown,796,6426,142,3,2,Ahri,Mage,7377,141,4,1,Talon,Assassin,-951,6514,95,2,4,Aphelios,Marksman,6444,118,3,3,Varus,Marksman,70,5471,25,4,2,Thresh,Support,5215,21,3,4,Leblanc,Assassin,256,혼합조합,암살자조합
KR_8222224815,0,0,0,1,10,0,0,1,0,0,18,3,3929,88,0,5,Vayne,Marksman,5933,104,4,0,Olaf,Fighter,-2004,5634,92,2,3,JarvanIV,Tank,6683,99,6,2,Sylas,Mage,-1049,5170,95,3,3,Galio,Tank,6291,116,2,1,Ambessa,Unknown,-1121,6642,124,4,3,Ezreal,Marksman,8591,116,5,4,Kaisa,Marksman,-1949,4098,19,1,4,Leona,Tank,4251,29,1,3,Neeko,Mage,-153,전체탱커,혼합조합
KR_8228140194,0,1,0,3,8,1,0,1,0,0,18,3,4248,105,0,3,Ambessa,Unknown,6387,158,1,0,KSante,Tank,-2139,6870,118,6,3,Karthus,Mage,8831,110,10,1,Jayce,Fighter,-1961,3552,55,0,7,Qiyana,Assassin,7345,126,4,1,Viktor,Mage,-3793,5854,133,1,1,Smolder,Marksman,7039,140,2,3,Jhin,Marksman,-1185,4224,13,1,4,Poppy,Tank,4957,25,1,3,Leona,Tank,-733,혼합조합,혼합조합
KR_8226287728,0,0,0,3,3,0,0,2,0,0,16,3,5343,112,2,4,Naafiri,Assassin,8308,145,4,2,Trundle,Fighter,-2965,4599,90,0,3,Viego,Assassin,6926,113,5,0,JarvanIV,Tank,-2327,4567,118,0,3,Viktor,Mage,6581,137,4,0,Varus,Marksman,-2014,5330,118,1,2,Anivia,Mage,7115,151,3,0,Ezreal,Marksman,-1785,3677,37,0,4,Sion,Tank,4191,17,0,1,Karma,Mage,-514,암살자조합,하이퍼캐리
KR_8225742850,1,1,0,0,22,1,3,1,0,3,12,0,8160,127,8,1,Jayce,Fighter,5000,89,2,5,Vayne,Marksman,3160,8133,117,6,3,Talon,Assassin,5341,100,2,0,MonkeyKing,Fighter,2792,5916,119,3,1,Galio,Tank,5372,132,1,5,Lissandra,Mage,544,6911,132,2,2,Ezreal,Marksman,5736,90,2,3,Kaisa,Marksman,1175,5581,6,3,6,Camille,Fighter,5912,8,5,9,Elise,Mage,-331,혼합조합,하이퍼캐리
KR_8076306568,0,0,0,2,7,0,0,0,0,0,21,3,3885,71,0,6,Jax,Fighter,7672,123,6,1,Jayce,Fighter,-3787,4930,107,0,2,Hecarim,Fighter,7726,93,7,2,Sylas,Mage,-2796,7201,93,5,3,AurelionSol,Mage,5771,111,3,2,Vex,Mage,1430,6456,113,2,3,Yunara,Unknown,6489,113,5,1,Lucian,Marksman,-33,3432,14,0,7,Amumu,Tank,3957,20,0,1,Alistar,Tank,-525,혼합조합,혼합조합
KR_8224606016,1,1,0,0,19,1,3,0,0,2,3,0,6747,124,6,0,Ambessa,Unknown,4308,100,0,5,Jax,Fighter,2439,7746,142,4,2,Jayce,Fighter,4840,97,0,3,Nidalee,Assassin,2906,6500,135,3,0,Cassiopeia,Mage,5410,88,3,4,Naafiri,Assassin,1090,8222,134,5,0,Senna,Marksman,4037,92,0,4,Smolder,Marksman,4185,4561,14,1,1,Bard,Support,3532,17,0,3,Rell,Tank,1029,혼합조합,암살자조합
KR_8163911633,1,1,0,0,16,1,3,0,0,1,14,0,6333,110,3,2,KSante,Tank,5574,118,1,4,Kled,Fighter,759,7448,100,5,3,Karthus,Mage,7482,118,4,3,Jayce,Fighter,-34,5850,127,3,2,Vex,Mage,5709,130,2,1,Hwei,Mage,141,6606,127,3,3,MissFortune,Marksman,6450,100,2,3,Ezreal,Marksman,156,4848,23,2,4,Nautilus,Tank,5681,36,5,5,Zoe,Mage,-833,혼합조합,혼합조합
KR_8226479699,1,0,0,1,13,0,3,1,0,1,14,0,6903,125,3,1,Aatrox,Fighter,5084,107,1,3,Zaahen,Unknown,1819,6401,90,4,3,JarvanIV,Tank,6745,97,6,5,Rengar,Assassin,-344,6647,133,3,2,Lissandra,Mage,5508,128,2,3,Orianna,Mage,1139,6108,114,3,6,Ezreal,Marksman,7050,131,3,1,Jhin,Marksman,-942,3837,21,0,2,Rell,Tank,4758,19,2,1,Karma,Mage,-921,혼합조합,혼합조합
KR_8225025969,0,1,0,0,17,0,0,0,0,1,15,3,6612,142,3,2,Yorick,Fighter,5597,148,1,2,Singed,Tank,1015,5458,71,3,6,Taliyah,Mage,7254,87,8,4,Graves,Marksman,-1796,5424,103,3,4,XinZhao,Fighter,7168,92,5,3,Zed,Assassin,-1744,7651,110,8,1,Lucian,Marksman,5503,114,1,3,Teemo,Marksman,2148,4641,12,0,2,Milio,Support,3830,18,0,5,Nami,Support,811,혼합조합,하이퍼캐리
KR_8108225328,1,1,0,0,17,0,0,0,0,1,14,3,5929,128,2,5,Fiora,Fighter,5740,109,3,3,Camille,Fighter,189,7429,127,3,2,Ambessa,Unknown,5742,100,3,4,LeeSin,Fighter,1687,4964,99,2,1,Swain,Mage,5703,133,2,3,Cassiopeia,Mage,-739,7884,130,3,3,Yunara,Unknown,6502,101,5,4,Varus,Marksman,1382,6654,17,7,3,Poppy,Tank,4363,26,1,3,Leona,Tank,2291,혼합조합,혼합조합
KR_8225209374,0,0,0,1,8,0,3,2,0,0,16,0,5716,108,3,4,Aatrox,Fighter,5606,129,2,4,Irelia,Fighter,110,5502,97,1,2,JarvanIV,Tank,6825,126,3,1,Talon,Assassin,-1323,6012,157,2,1,Ryze,Mage,6840,140,3,1,Galio,Tank,-828,6445,115,2,5,Yunara,Unknown,7882,142,6,1,Lucian,Marksman,-1437,3734,21,0,4,Lulu,Support,4759,16,2,1,Nami,Support,-1025,혼합조합,혼합조합
KR_8227267568,0,1,0,0,12,1,3,0,0,0,16,0,5538,84,4,5,MasterYi,Assassin,5997,116,4,3,Jayce,Fighter,-459,5892,113,2,2,Belveth,Fighter,6711,116,1,3,FiddleSticks,Unknown,-819,4903,136,0,1,Aurora,Unknown,6920,148,3,0,TwistedFate,Mage,-2017,7451,132,6,5,Kalista,Marksman,8095,123,6,1,Corki,Marksman,-644,4206,10,0,3,Janna,Support,4901,20,2,5,Maokai,Tank,-695,혼합조합,혼합조합
KR_8224763962,0,0,0,0,15,0,1,2,0,0,13,2,5395,102,3,3,Fiora,Fighter,5885,116,3,2,KSante,Tank,-490,5695,91,1,4,Briar,Fighter,6659,104,5,3,RekSai,Fighter,-964,5611,116,3,4,Viktor,Mage,5480,104,1,5,Taliyah,Mage,131,6641,147,3,0,Ezreal,Marksman,6749,141,2,2,Jhin,Marksman,-108,6013,24,5,3,Elise,Mage,5041,36,2,3,Sion,Tank,972,혼합조합,혼합조합
KR_8141516644,1,1,0,2,15,0,3,1,0,1,9,0,5490,101,3,5,Vayne,Marksman,6261,126,2,4,Jayce,Fighter,-771,7061,126,3,2,Shyvana,Fighter,6490,110,3,3,Kindred,Marksman,571,7057,149,5,0,Ryze,Mage,5800,140,2,2,Ahri,Mage,1257,5640,114,0,2,Jinx,Marksman,6064,124,1,3,Aphelios,Marksman,-424,5487,22,4,1,Nunu,Tank,4454,11,1,3,Lulu,Support,1033,하이퍼캐리,하이퍼캐리
KR_8202813501,1,2,0,1,27,1,3,0,0,3,7,0,5540,110,2,1,KSante,Tank,5979,139,2,2,Jayce,Fighter,-439,5735,87,5,3,LeeSin,Fighter,5853,71,2,7,Briar,Fighter,-118,6109,98,4,1,Xerath,Mage,5007,101,2,5,Lux,Mage,1102,11543,156,14,2,Ezreal,Marksman,4654,93,1,6,Aphelios,Marksman,6889,4982,14,2,0,Rengar,Assassin,3647,27,0,7,Lulu,Support,1335,혼합조합,혼합조합
KR_8222721841,1,0,0,1,15,1,0,1,0,0,11,3,5194,107,2,5,Rumble,Fighter,6983,119,5,3,Varus,Marksman,-1789,6087,93,3,2,RekSai,Fighter,6892,116,4,1,LeeSin,Fighter,-805,6997,117,7,0,Katarina,Assassin,5800,122,1,4,TwistedFate,Mage,1197,6581,131,3,2,Ezreal,Marksman,5680,112,0,4,Zeri,Marksman,901,4258,21,0,2,Karma,Mage,4020,11,1,3,Bard,Support,238,혼합조합,하이퍼캐리
KR_8224065871,0,1,0,1,15,1,0,1,0,1,13,3,5644,123,2,3,LeeSin,Fighter,4983,95,2,2,Gragas,Fighter,661,6923,116,4,1,Rengar,Assassin,6823,109,5,3,Viego,Assassin,100,5063,87,1,5,Nunu,Tank,6019,111,3,3,Neeko,Mage,-956,7670,113,6,3,Twitch,Marksman,6189,109,2,3,Smolder,Marksman,1481,4979,11,2,1,Yuumi,Support,4364,23,1,4,Rell,Tank,615,혼합조합,혼합조합
KR_8226414020,1,1,0,0,21,1,0,0,0,0,10,3,7489,132,6,0,Rumble,Fighter,4673,93,2,4,Jax,Fighter,2816,6803,103,5,3,JarvanIV,Tank,5950,81,3,8,Jayce,Fighter,853,7237,143,7,3,Hwei,Mage,5308,103,2,4,Ahri,Mage,1929,5777,118,2,2,Jhin,Marksman,6570,130,2,3,Varus,Marksman,-793,4328,25,1,2,Rammus,Tank,3935,18,1,2,Bard,Support,393,혼합조합,혼합조합
KR_8213081458,1,1,0,0,22,1,0,0,0,2,7,3,6254,153,2,1,KSante,Tank,4538,126,0,2,Gwen,Fighter,1716,5726,105,3,1,LeeSin,Fighter,6354,120,3,3,Naafiri,Assassin,-628,7013,115,6,0,Pantheon,Fighter,3667,70,0,7,Ekko,Assassin,3346,8502,145,7,2,Karthus,Mage,5606,81,3,6,Caitlyn,Marksman,2896,5532,16,4,3,Skarner,Fighter,4247,17,1,4,Bard,Support,1285,브루저조합,암살자조합
KR_8217313976,0,0,0,1,16,1,3,0,0,1,14,0,5673,120,2,3,Renekton,Fighter,5717,112,3,1,Anivia,Mage,-44,7136,114,6,1,Nidalee,Assassin,5343,99,2,6,XinZhao,Fighter,1793,6217,105,6,2,Zoe,Mage,6425,142,2,3,Yasuo,Fighter,-208,6408,123,2,4,Ezreal,Marksman,7768,131,7,2,Jhin,Marksman,-1360,4193,17,0,5,Alistar,Tank,4338,14,0,4,Pantheon,Fighter,-145,혼합조합,브루저조합
KR_8215048587,1,1,0,0,9,0,3,0,0,0,9,0,6313,124,3,0,Sylas,Mage,3964,86,0,1,Malphite,Tank,2349,5217,104,1,2,FiddleSticks,Unknown,5995,84,5,2,LeeSin,Fighter,-778,5555,118,2,1,Yone,Assassin,5181,131,1,3,Cassiopeia,Mage,374,6229,127,3,4,Zeri,Marksman,6160,118,1,2,Ezreal,Marksman,69,4020,18,0,2,Lulu,Support,4783,13,2,1,Karma,Mage,-763,혼합조합,혼합조합
KR_8223485082,0,0,0,0,7,0,3,2,0,0,10,0,5608,136,1,1,Jayce,Fighter,5301,105,2,2,Pantheon,Fighter,307,6278,97,4,4,LeeSin,Fighter,7325,129,5,0,Nidalee,Assassin,-1047,5810,119,2,1,Xerath,Mage,5601,124,2,1,Sylas,Mage,209,6270,146,0,2,Jhin,Marksman,5856,131,1,2,Caitlyn,Marksman,414,3549,22,0,2,Lux,Mage,4273,26,0,2,Karma,Mage,-724,혼합조합,혼합조합
KR_8196858168,0,0,0,0,11,0,3,1,0,0,13,0,5467,116,0,2,Gangplank,Fighter,5582,120,1,2,Ryze,Mage,-115,6006,89,3,2,Nocturne,Assassin,6281,113,3,3,Ambessa,Unknown,-275,6346,96,5,5,Annie,Mage,6178,130,4,2,Aurora,Unknown,168,7207,158,3,1,Jhin,Marksman,5749,122,2,1,Ezreal,Marksman,1458,3837,32,0,3,Zilean,Support,4702,22,3,3,Blitzcrank,Tank,-865,혼합조합,혼합조합
KR_8120308519,1,0,0,0,17,1,2,1,0,3,8,1,5652,126,2,2,Fiora,Fighter,5568,128,1,3,Olaf,Fighter,84,6990,115,3,2,Talon,Assassin,6808,118,4,1,Lillia,Fighter,182,5998,131,1,2,Viktor,Mage,5369,125,1,2,Naafiri,Assassin,629,8383,147,7,1,Kalista,Marksman,6416,117,2,5,Yunara,Unknown,1967,6495,15,4,1,Leblanc,Assassin,3577,18,0,6,Lulu,Support,2918,암살자조합,혼합조합
KR_8215106674,0,1,0,0,14,0,0,0,0,0,16,3,4925,119,0,5,Malphite,Tank,6784,115,6,1,Sylas,Mage,-1859,6698,83,4,4,LeeSin,Fighter,6212,103,4,3,Rengar,Assassin,486,6620,112,2,3,TwistedFate,Mage,6779,139,4,2,Orianna,Mage,-159,7437,137,8,2,MissFortune,Marksman,5963,131,1,4,Jhin,Marksman,1474,4407,11,0,2,Rell,Tank,4113,22,1,4,Leona,Tank,294,혼합조합,혼합조합
KR_8214291355,0,1,0,0,5,0,2,1,0,0,13,1,5445,137,1,1,RekSai,Fighter,6370,162,2,1,Singed,Tank,-925,5738,113,2,3,LeeSin,Fighter,6701,112,5,0,Viego,Assassin,-963,5255,134,0,1,Xerath,Mage,5075,135,1,1,AurelionSol,Mage,180,5274,124,0,3,Ezreal,Marksman,7149,134,3,1,Varus,Marksman,-1875,4542,27,2,5,Neeko,Mage,4690,10,2,2,Pyke,Support,-148,혼합조합,혼합조합
KR_8220447770,1,0,0,2,9,0,2,1,0,0,23,1,5623,131,1,4,Yasuo,Fighter,6328,122,4,1,Jax,Fighter,-705,6590,84,4,4,Sylas,Mage,7029,94,5,2,Pantheon,Fighter,-439,5128,102,2,5,Viktor,Mage,7028,129,5,2,Annie,Mage,-1900,5313,97,1,6,Jhin,Marksman,8043,118,7,3,Lucian,Marksman,-2730,4113,16,1,4,Alistar,Tank,5078,15,2,1,Nami,Support,-965,혼합조합,혼합조합
KR_8173432633,1,0,0,0,17,1,3,0,0,1,15,0,5134,109,1,5,Gnar,Fighter,5787,102,4,2,Gragas,Fighter,-653,7147,110,6,3,Talon,Assassin,6524,112,4,0,Nocturne,Assassin,623,5289,117,1,1,Anivia,Mage,6419,125,3,4,Mel,Unknown,-1130,8411,119,8,4,Ashe,Marksman,6864,113,4,6,Lucian,Marksman,1547,5071,29,1,2,Neeko,Mage,4192,27,0,5,Nami,Support,879,혼합조합,혼합조합
KR_8223511444,1,0,0,1,11,0,0,2,0,0,14,3,3788,71,0,4,Shen,Tank,6798,123,4,3,Jayce,Fighter,-3010,6923,122,4,0,Nidalee,Assassin,6610,130,4,0,Shaco,Assassin,313,5564,109,3,4,Katarina,Assassin,6692,137,1,4,TwistedFate,Mage,-1128,6405,126,2,1,Yunara,Unknown,6975,126,5,1,Jhin,Marksman,-570,4123,13,2,5,Rakan,Support,3672,20,0,3,Nautilus,Tank,451,암살자조합,혼합조합
KR_8223934296,1,0,0,0,19,0,3,1,0,2,10,0,5187,100,1,3,Ambessa,Unknown,5149,108,1,2,Poppy,Tank,38,7747,114,7,1,Nidalee,Assassin,5468,86,3,4,Kindred,Marksman,2279,6517,110,4,1,Zed,Assassin,5261,119,1,7,KSante,Tank,1256,7250,126,5,3,Varus,Marksman,6763,125,5,1,Swain,Mage,487,5520,14,2,2,Bard,Support,3750,18,0,5,Pyke,Support,1770,암살자조합,혼합조합
KR_8219484443,0,2,0,1,7,1,3,0,0,1,10,0,4101,90,0,5,Varus,Marksman,5997,100,3,1,Jax,Fighter,-1896,5262,100,1,2,RekSai,Fighter,6209,117,3,2,Zyra,Mage,-947,6319,156,2,0,Ryze,Mage,5668,140,2,1,Brand,Mage,651,7470,137,4,2,Yunara,Unknown,7109,134,2,2,Tristana,Marksman,361,4243,23,0,1,Rell,Tank,4041,34,0,1,Shen,Tank,202,혼합조합,혼합조합
KR_8227958266,0,0,0,1,6,0,3,1,0,0,8,0,5676,148,0,0,Mordekaiser,Fighter,4803,119,0,2,Sion,Tank,873,5802,99,3,2,LeeSin,Fighter,6232,114,2,1,Graves,Marksman,-430,5643,91,2,4,Qiyana,Assassin,6904,150,3,1,Orianna,Mage,-1261,6446,135,1,2,Draven,Marksman,6166,137,1,0,Ashe,Marksman,280,3438,14,0,0,Milio,Support,4338,20,2,2,Braum,Support,-900,혼합조합,하이퍼캐리
KR_8219197782,1,1,0,0,18,1,3,0,0,2,15,0,5046,113,0,3,Gwen,Fighter,5430,95,3,2,Nasus,Fighter,-384,8076,110,8,3,LeeSin,Fighter,6727,66,5,7,Vi,Fighter,1349,6070,120,2,1,Kassadin,Assassin,5109,131,1,1,Lissandra,Mage,961,8259,115,6,5,Ezreal,Marksman,5189,77,4,5,Smolder,Marksman,3070,4981,18,2,3,Karma,Mage,5126,15,2,3,Anivia,Mage,-145,혼합조합,혼합조합
KR_8223134452,0,0,0,0,10,1,1,2,0,2,18,2,7049,150,3,1,Tryndamere,Fighter,4311,106,0,4,Jax,Fighter,2738,6368,103,3,4,Qiyana,Assassin,7158,132,5,0,MonkeyKing,Fighter,-790,6327,145,2,1,Vladimir,Mage,6439,112,5,1,Fizz,Assassin,-112,5711,117,2,6,Caitlyn,Marksman,7736,133,7,1,Jhin,Marksman,-2025,4082,14,0,6,Bard,Support,4631,9,1,4,Karma,Mage,-549,혼합조합,혼합조합
