match_id,win,blue_dragons,blue_heralds,blue_towers,blue_kills,blue_firstBlood,blue_voidgrubs,red_dragons,red_heralds,red_towers,red_kills,red_voidgrubs,blue_top_gold,blue_top_cs,blue_top_kills,blue_top_deaths,blue_top_champion,blue_top_tag,red_top_gold,red_top_cs,red_top_kills,red_top_deaths,red_top_champion,red_top_tag,top_gold_diff,blue_jungle_gold,blue_jungle_cs,blue_jungle_kills,blue_jungle_deaths,blue_jungle_champion,blue_jungle_tag,red_jungle_gold,red_jungle_cs,red_jungle_kills,red_jungle_deaths,red_jungle_champion,red_jungle_tag,jungle_gold_diff,blue_middle_gold,blue_middle_cs,blue_middle_kills,blue_middle_deaths,blue_middle_champion,blue_middle_tag,red_middle_gold,red_middle_cs,red_middle_kills,red_middle_deaths,red_middle_champion,red_middle_tag,middle_gold_diff,blue_bottom_gold,blue_bottom_cs,blue_bottom_kills,blue_bottom_deaths,blue_bottom_champion,blue_bottom_tag,red_bottom_gold,red_bottom_cs,red_bottom_kills,red_bottom_deaths,red_bottom_champion,red_bottom_tag,bottom_gold_diff,blue_utility_gold,blue_utility_cs,blue_utility_kills,blue_utility_deaths,blue_utility_champion,blue_utility_tag,red_utility_gold,red_utility_cs,red_utility_kills,red_utility_deaths,red_utility_champion,red_utility_tag,utility_gold_diff,blue_comp,red_comp
KR_8225221196,0,1,0,1,22,0,1,0,0,2,20,2,4578,95,1,5,Jax,Fighter,7407,128,4,1,Fiora,Fighter,-2829,7399,101,6,4,Taliyah,Mage,5732,130,1,3,Karthus,Mage,1667,6896,128,5,1,Talon,Assassin,7926,95,6,4,Akshan,Marksman,-1030,9158,123,6,5,Zeri,Marksman,7785,94,8,9,Caitlyn,Marksman,1373,5279,9,4,6,Nautilus,Tank,4836,14,1,5,Rell,Tank,443,혼합조합,하이퍼캐리
KR_8224624199,0,0,0,0,16,0,3,2,0,2,12,0,6212,99,3,3,Jax,Fighter,4790,98,1,3,Vladimir,Mage,1422,7226,109,4,2,LeeSin,Fighter,5140,97,0,1,JarvanIV,Tank,2086,5144,96,2,3,Taliyah,Mage,6989,104,7,5,XinZhao,Fighter,-1845,7254,132,3,0,Kaisa,Marksman,6428,123,4,4,Smolder,Marksman,826,5691,19,4,4,Camille,Fighter,3856,29,0,3,Rakan,Support,1835,브루저조합,혼합조합
KR_8216922789,0,0,0,4,11,0,3,2,0,0,27,0,5017,92,2,5,XinZhao,Fighter,7949,120,6,3,DrMundo,Fighter,-2932,7342,101,6,6,Talon,Assassin,6892,135,4,1,FiddleSticks,Unknown,450,4466,80,1,5,Vladimir,Mage,7563,117,7,4,Cassiopeia,Mage,-3097,5935,123,1,5,Caitlyn,Marksman,9804,129,10,1,Varus,Marksman,-3869,4247,33,1,6,Thresh,Support,5197,13,0,2,Nautilus,Tank,-950,혼합조합,혼합조합
KR_8226532570,0,1,0,2,9,0,0,0,0,0,13,3,3644,67,0,6,Aatrox,Fighter,6997,117,7,1,Zaahen,Unknown,-3353,7710,94,5,2,Talon,Assassin,5486,96,2,2,Skarner,Fighter,2224,5160,107,2,2,Viktor,Mage,5423,109,2,3,Sylas,Mage,-263,5383,106,2,2,Vayne,Marksman,6563,134,2,3,Lucian,Marksman,-1180,3770,25,0,1,Blitzcrank,Tank,3601,22,0,0,Braum,Support,169,혼합조합,혼합조합
KR_8227098078,1,2,0,0,20,1,3,0,0,4,9,0,6619,139,1,2,Jayce,Fighter,5324,94,2,1,Malphite,Tank,1295,9004,144,8,2,Karthus,Mage,5898,85,1,3,Zed,Assassin,3106,7070,116,6,2,Talon,Assassin,5368,77,2,6,TwistedFate,Mage,1702,7227,134,5,0,Aphelios,Marksman,4538,76,0,6,Ezreal,Marksman,2689,4909,26,0,3,Thresh,Support,5299,15,4,4,Senna,Marksman,-390,혼합조합,하이퍼캐리
KR_8127943090,1,0,0,0,16,0,3,2,0,0,15,0,6361,93,5,3,Olaf,Fighter,6085,114,4,6,Cassiopeia,Mage,276,6272,114,4,3,Nocturne,Assassin,7328,103,6,0,LeeSin,Fighter,-1056,5225,124,1,4,Zoe,Mage,6897,138,3,1,Mel,Unknown,-1672,6111,99,6,2,XinZhao,Fighter,5106,96,1,5,Kalista,Marksman,1005,3655,22,0,3,Alistar,Tank,3871,13,1,4,Renata,Support,-216,혼합조합,혼합조합
KR_8226183644,0,1,0,0,6,1,0,0,0,0,7,3,5220,148,0,0,Teemo,Marksman,5017,142,0,0,Sion,Tank,203,5326,107,1,1,Naafiri,Assassin,5591,105,2,1,Evelynn,Assassin,-265,6543,134,5,2,Ambessa,Unknown,5839,126,2,4,Talon,Assassin,704,5611,133,0,3,Caitlyn,Marksman,6689,145,2,1,Kaisa,Marksman,-1078,3901,24,0,1,Bard,Support,4044,27,1,0,Blitzcrank,Tank,-143,하이퍼캐리,암살자조합
KR_8222532017,0,0,0,0,12,0,3,2,0,0,8,0,5892,138,2,2,Sett,Fighter,5135,106,2,2,Ambessa,Unknown,757,6852,103,6,1,LeeSin,Fighter,6017,97,1,3,Vi,Fighter,835,5426,148,0,0,Akali,Assassin,5260,122,1,1,Viktor,Mage,166,6739,115,3,2,Jhin,Marksman,5845,102,2,3,Lucian,Marksman,894,4205,19,1,3,Brand,Mage,4287,25,2,3,Milio,Support,-82,혼합조합,혼합조합
KR_8190766113,1,2,0,0,10,1,3,0,0,1,9,0,4836,113,0,5,Zaahen,Unknown,5888,128,2,2,KSante,Tank,-1052,6600,105,4,1,LeeSin,Fighter,6859,100,4,1,Zac,Tank,-259,5549,120,2,1,Galio,Tank,5098,137,0,2,Smolder,Marksman,451,6713,123,3,0,Jhin,Marksman,5763,122,3,2,Karthus,Mage,950,4545,20,1,2,Zilean,Support,3741,27,0,3,Seraphine,Mage,804,혼합조합,혼합조합
KR_8224498683,1,1,0,0,16,0,3,0,0,1,15,0,5430,119,2,3,Ambessa,Unknown,5305,112,1,2,Camille,Fighter,125,6257,103,6,2,MonkeyKing,Fighter,7409,120,7,1,XinZhao,Fighter,-1152,4788,114,1,3,Sylas,Mage,7636,128,6,0,Nunu,Tank,-2848,8135,130,7,2,Jinx,Marksman,4838,79,1,6,Smolder,Marksman,3297,4218,10,0,5,Alistar,Tank,4077,9,0,7,Bard,Support,141,혼합조합,혼합조합
KR_8224138831,0,1,0,1,19,0,2,0,0,1,18,1,4899,110,0,3,Gwen,Fighter,6570,128,3,2,Darius,Fighter,-1671,7580,104,8,3,LeeSin,Fighter,6200,106,3,3,RekSai,Fighter,1380,5080,101,2,4,Ryze,Mage,6341,123,3,2,Aurora,Unknown,-1261,9174,124,7,4,Ezreal,Marksman,6359,114,3,7,Ashe,Marksman,2815,5170,25,2,4,Nautilus,Tank,5968,19,6,5,Seraphine,Mage,-798,혼합조합,혼합조합
KR_8177402563,0,1,0,0,13,0,2,0,0,0,16,1,5535,143,0,2,Anivia,Mage,6739,95,7,2,Darius,Fighter,-1204,6973,107,5,3,LeeSin,Fighter,6096,95,3,4,Ambessa,Unknown,877,7011,113,5,3,Yasuo,Fighter,4691,96,1,3,Sylas,Mage,2320,4498,63,1,6,Jhin,Marksman,6923,135,4,2,MissFortune,Marksman,-2425,4339,24,2,2,Nautilus,Tank,4513,11,1,2,Seraphine,Mage,-174,혼합조합,혼합조합
KR_8223925788,0,1,0,0,14,1,2,1,0,1,16,1,6355,129,4,3,Jayce,Fighter,5953,122,3,1,Vladimir,Mage,402,6867,99,3,3,Kindred,Marksman,5062,80,3,4,Rammus,Tank,1805,6121,111,3,0,Anivia,Mage,4781,117,0,5,Yone,Assassin,1340,6486,121,3,5,Corki,Marksman,7348,104,6,2,Sivir,Marksman,-862,4358,25,1,5,Nami,Support,5682,12,4,2,Karma,Mage,-1324,하이퍼캐리,혼합조합
KR_8226153369,1,1,0,1,18,1,2,1,0,1,16,1,5823,131,2,3,Fiora,Fighter,6393,130,3,1,Chogath,Tank,-570,7024,105,5,2,XinZhao,Fighter,5818,101,3,4,Naafiri,Assassin,1206,5232,72,4,4,Ekko,Assassin,6112,114,3,4,Cassiopeia,Mage,-880,8837,125,7,3,Aphelios,Marksman,6857,113,5,6,Varus,Marksman,1980,4663,19,0,4,Blitzcrank,Tank,5005,30,2,3,Rakan,Support,-342,혼합조합,혼합조합
KR_8216185383,1,0,0,1,10,1,0,1,0,0,15,3,5060,94,2,6,XinZhao,Fighter,5876,112,4,4,Gangplank,Fighter,-816,5735,105,2,1,Naafiri,Assassin,6379,106,4,1,LeeSin,Fighter,-644,5707,145,1,3,Ryze,Mage,5600,106,3,2,Lissandra,Mage,107,7253,114,4,4,Aphelios,Marksman,6955,119,3,3,Ezreal,Marksman,298,4367,39,1,1,Lulu,Support,4108,24,1,0,Blitzcrank,Tank,259,혼합조합,혼합조합
KR_8226620912,0,1,0,0,13,1,0,0,0,2,6,3,6683,146,3,0,Ambessa,Unknown,4356,114,0,3,Zaahen,Unknown,2327,6356,101,5,0,Vi,Fighter,5432,101,3,1,LeeSin,Fighter,924,4773,108,0,4,Aurora,Unknown,5344,132,1,1,Annie,Mage,-571,8700,159,5,0,Zeri,Marksman,5665,130,2,4,Karthus,Mage,3035,4349,15,0,2,Rell,Tank,3718,19,0,4,Nautilus,Tank,631,혼합조합,혼합조합
KR_8137554685,1,1,0,0,18,1,0,1,0,2,10,3,6442,143,2,3,Irelia,Fighter,4412,78,1,3,Camille,Fighter,2030,6649,122,3,0,Viego,Assassin,5536,104,2,1,LeeSin,Fighter,1113,5743,134,0,3,TwistedFate,Mage,6366,146,3,0,Neeko,Mage,-623,9448,132,11,1,Jhin,Marksman,6842,122,3,7,Tristana,Marksman,2606,5509,24,2,3,Xerath,Mage,4188,21,1,7,Blitzcrank,Tank,1321,혼합조합,혼합조합
KR_8223389294,1,0,0,1,18,0,3,2,0,1,14,0,4520,86,1,5,Kennen,Mage,7291,130,7,0,Aurora,Unknown,-2771,6296,111,3,1,Graves,Marksman,5841,109,2,5,Naafiri,Assassin,455,6844,115,4,3,Kled,Fighter,5549,120,2,3,Singed,Tank,1295,8118,131,6,4,Lucian,Marksman,6381,90,3,6,Varus,Marksman,1737,5328,22,4,1,Lulu,Support,4264,20,0,4,Anivia,Mage,1064,하이퍼캐리,혼합조합
KR_8112289485,0,0,0,1,9,0,3,2,0,1,11,0,5343,122,0,0,Ambessa,Unknown,3999,90,0,2,Shen,Tank,1344,5803,113,2,1,Nasus,Fighter,5306,110,2,2,Kindred,Marksman,497,6225,121,4,2,Leblanc,Assassin,5798,118,2,4,Taliyah,Mage,427,5991,114,2,4,Jinx,Marksman,8629,149,4,1,Yunara,Unknown,-2638,3960,37,1,4,Thresh,Support,5300,17,3,0,Lulu,Support,-1340,혼합조합,혼합조합
KR_8221371027,0,1,0,0,8,1,1,1,0,0,9,2,5126,129,0,1,Ambessa,Unknown,5137,122,1,0,Sion,Tank,-11,6027,118,2,3,Talon,Assassin,5354,101,1,0,Evelynn,Assassin,673,6443,142,3,1,Cassiopeia,Mage,5691,113,2,5,Yone,Assassin,752,6144,126,2,3,Ezreal,Marksman,7789,127,5,3,Sivir,Marksman,-1645,4257,28,1,1,Karma,Mage,3912,18,0,0,Bard,Support,345,혼합조합,암살자조합
KR_8225985564,0,1,0,1,22,1,3,1,0,0,16,0,5801,111,3,2,Rumble,Fighter,5103,59,3,4,Sylas,Mage,698,6199,94,4,2,Shaco,Assassin,7483,121,4,3,Kayn,Fighter,-1284,6579,82,5,4,Akshan,Marksman,6725,130,4,3,Orianna,Mage,-146,7219,100,6,5,Jhin,Marksman,7731,111,4,6,Zeri,Marksman,-512,5491,8,4,3,Alistar,Tank,4618,16,1,6,Rell,Tank,873,하이퍼캐리,혼합조합
KR_8194904477,0,0,0,1,12,1,0,1,0,0,16,3,4738,76,3,5,Aatrox,Fighter,6608,123,3,0,Vladimir,Mage,-1870,5394,111,0,3,XinZhao,Fighter,6390,107,3,1,Nocturne,Assassin,-996,5333,119,2,2,Orianna,Mage,5606,107,3,2,Ornn,Tank,-273,7169,125,5,2,Jhin,Marksman,5896,94,4,4,Lucian,Marksman,1273,4361,22,2,4,Karma,Mage,4420,25,3,5,Pantheon,Fighter,-59,혼합조합,혼합조합
KR_8216094087,1,0,0,3,8,0,0,0,0,0,27,3,5848,110,1,2,Anivia,Mage,7347,128,4,1,Irelia,Fighter,-1499,5375,72,3,6,LeeSin,Fighter,6694,97,5,3,XinZhao,Fighter,-1319,4655,110,0,7,Cassiopeia,Mage,7539,111,6,1,Aurora,Unknown,-2884,8341,130,4,6,Xayah,Marksman,8919,115,11,2,Tristana,Marksman,-578,3987,21,0,6,Rakan,Support,4647,10,1,1,Pyke,Support,-660,혼합조합,혼합조합
KR_8199179029,1,1,0,0,16,1,3,0,0,2,13,0,5309,92,2,5,Quinn,Marksman,6250,126,4,2,Vayne,Marksman,-941,6572,123,5,1,Evelynn,Assassin,6770,100,5,2,Rengar,Assassin,-198,6752,161,2,2,Jayce,Fighter,5496,98,3,2,Qiyana,Assassin,1256,7831,132,5,2,Aphelios,Marksman,4618,111,0,7,Yunara,Unknown,3213,4770,18,2,4,Lulu,Support,4717,14,1,3,Nautilus,Tank,53,하이퍼캐리,암살자조합
KR_8221998611,1,0,0,0,17,0,3,1,0,0,15,0,4922,89,2,3,Trundle,Fighter,5490,119,2,3,Jax,Fighter,-568,7727,126,5,2,Taliyah,Mage,7941,110,6,3,Zed,Assassin,-214,6355,114,4,5,Yone,Assassin,6178,114,4,3,Zoe,Mage,177,6430,127,3,3,Lucian,Marksman,5299,100,1,4,Ezreal,Marksman,1131,5259,22,3,2,Nautilus,Tank,4479,18,2,4,Bard,Support,780,혼합조합,혼합조합
KR_8221652106,0,0,0,2,9,0,1,2,0,1,13,2,6708,154,1,0,Gangplank,Fighter,4418,99,0,2,Fiora,Fighter,2290,5642,101,1,3,FiddleSticks,Unknown,7223,129,5,2,Nidalee,Assassin,-1581,6400,124,4,2,Cassiopeia,Mage,5630,106,3,4,Taliyah,Mage,770,5317,114,1,5,Ashe,Marksman,7872,155,3,2,Yunara,Unknown,-2555,4292,34,2,3,Thresh,Support,5267,22,2,0,Karma,Mage,-975,혼합조합,혼합조합
KR_8226513288,1,1,0,1,14,1,0,0,0,0,17,3,5402,104,3,5,Gnar,Fighter,6528,112,3,1,Olaf,Fighter,-1126,5583,84,4,5,XinZhao,Fighter,7103,115,4,4,Nidalee,Assassin,-1520,5325,102,3,3,Ekko,Assassin,6784,146,4,1,Cassiopeia,Mage,-1459,6263,131,2,1,Vladimir,Mage,8571,135,5,4,Varus,Marksman,-2308,5373,20,2,3,Senna,Marksman,5414,11,1,4,Camille,Fighter,-41,혼합조합,혼합조합
KR_8221217616,0,0,0,3,16,1,0,1,0,0,15,3,5190,125,1,6,Ashe,Marksman,6655,110,4,1,Fiora,Fighter,-1465,6317,101,2,2,JarvanIV,Tank,6265,105,4,1,XinZhao,Fighter,52,5600,89,5,2,Pyke,Support,7235,155,2,4,Malzahar,Mage,-1635,6094,110,2,4,Jinx,Marksman,5829,119,1,4,Varus,Marksman,265,5265,21,6,1,Leblanc,Assassin,4747,15,4,6,MonkeyKing,Fighter,518,하이퍼캐리,브루저조합
KR_8227057616,0,1,0,0,17,1,3,0,0,0,7,0,6383,111,9,2,Cassiopeia,Mage,4318,85,1,9,KSante,Tank,2065,5754,103,2,0,Graves,Marksman,6087,100,3,3,Vi,Fighter,-333,5330,134,1,1,Aurora,Unknown,4857,128,0,1,Ahri,Mage,473,6758,118,5,3,Lucian,Marksman,6865,137,2,3,Caitlyn,Marksman,-107,3949,12,0,2,Milio,Support,4108,14,1,1,Nami,Support,-159,하이퍼캐리,혼합조합
KR_8219536612,0,0,0,0,9,1,3,2,0,1,5,0,6171,138,2,1,Zaahen,Unknown,4588,109,1,2,Sion,Tank,1583,5263,86,1,2,RekSai,Fighter,6408,118,2,2,Kindred,Marksman,-1145,5071,141,0,0,Hwei,Mage,6120,170,1,0,Cassiopeia,Mage,-1049,7663,149,3,1,Nilah,Fighter,5822,147,1,1,Tristana,Marksman,1841,4826,17,3,2,Camille,Fighter,3948,20,0,4,Rell,Tank,878,브루저조합,하이퍼캐리
KR_8223995619,0,1,0,0,13,0,0,1,0,1,7,3,6059,129,1,2,Jax,Fighter,4776,112,1,2,KSante,Tank,1283,6930,103,6,1,LeeSin,Fighter,5441,107,1,3,Vi,Fighter,1489,5328,132,0,1,Galio,Tank,6051,145,2,1,Ekko,Assassin,-723,7248,131,6,1,Lucian,Marksman,5784,107,2,1,Vayne,Marksman,1464,4129,15,0,2,Nautilus,Tank,4030,18,1,6,Nami,Support,99,혼합조합,혼합조합
KR_8226810701,0,2,0,1,12,1,3,0,0,0,18,0,4989,111,0,4,Jayce,Fighter,6588,136,3,1,Yorick,Fighter,-1599,6364,96,4,3,LeeSin,Fighter,6945,88,5,4,Kindred,Marksman,-581,6479,123,5,3,Anivia,Mage,6175,98,5,3,Ryze,Mage,304,6273,126,1,3,Ashe,Marksman,6332,118,3,3,Jhin,Marksman,-59,4967,27,2,5,Sylas,Mage,4166,16,2,1,Karma,Mage,801,혼합조합,하이퍼캐리
KR_8225764998,1,1,0,0,19,1,3,0,0,2,11,0,5196,105,1,4,Volibear,Fighter,5406,93,3,5,Teemo,Marksman,-210,8915,105,11,2,LeeSin,Fighter,6857,93,4,4,Vi,Fighter,2058,6758,117,3,4,Smolder,Marksman,5160,102,1,5,Ahri,Mage,1598,6872,133,3,1,Malzahar,Mage,6250,136,2,3,Jhin,Marksman,622,4913,20,1,0,Neeko,Mage,4064,24,1,2,Janna,Support,849,혼합조합,하이퍼캐리
KR_8206191220,1,1,0,2,12,1,1,0,0,1,13,2,4153,89,0,5,Riven,Fighter,8359,159,6,0,Kennen,Mage,-4206,6286,104,5,2,Sylas,Mage,6342,101,4,1,JarvanIV,Tank,-56,6028,142,2,1,Yone,Assassin,5135,121,1,2,Smolder,Marksman,893,7470,149,4,2,Ashe,Marksman,5208,63,2,5,Jinx,Marksman,2262,4480,10,1,3,Nautilus,Tank,4081,28,0,4,Galio,Tank,399,혼합조합,하이퍼캐리
KR_8226643331,0,0,0,1,11,0,3,2,0,0,21,0,4940,115,1,2,Ryze,Mage,4882,113,1,1,Aatrox,Fighter,58,7146,98,6,5,Viego,Assassin,6737,98,4,2,Vi,Fighter,409,6067,114,1,3,TwistedFate,Mage,6231,111,6,4,Xerath,Mage,-164,5694,118,1,5,Tristana,Marksman,8739,105,8,2,Ashe,Marksman,-3045,4792,27,2,6,Nautilus,Tank,5065,24,2,2,Seraphine,Mage,-273,혼합조합,혼합조합
KR_8220277119,0,0,0,1,7,1,3,1,0,0,20,0,7093,133,4,3,Yasuo,Fighter,7122,121,3,3,Gangplank,Fighter,-29,4471,62,1,9,Hecarim,Fighter,7464,109,9,1,Graves,Marksman,-2993,4694,121,0,5,Viktor,Mage,6036,106,5,1,Zoe,Mage,-1342,7115,154,1,1,Sivir,Marksman,6726,137,3,1,Ezreal,Marksman,389,4395,17,1,2,Rakan,Support,4150,20,0,1,Braum,Support,245,혼합조합,하이퍼캐리
KR_8138923264,1,0,0,0,16,1,1,2,0,1,16,2,5026,88,3,5,Jax,Fighter,5561,95,3,4,Darius,Fighter,-535,6148,91,4,3,Pantheon,Fighter,7335,117,6,1,Vi,Fighter,-1187,6157,146,2,3,Ryze,Mage,5927,102,4,2,Katarina,Assassin,230,9332,130,7,2,MissFortune,Marksman,5109,93,2,5,Caitlyn,Marksman,4223,4191,17,0,3,Blitzcrank,Tank,4472,33,1,4,Sylas,Mage,-281,혼합조합,혼합조합
KR_8226923610,0,0,0,2,12,1,0,2,0,0,16,3,5129,116,1,3,Ambessa,Unknown,7135,149,2,2,Jayce,Fighter,-2006,5990,72,4,4,Pantheon,Fighter,7362,110,7,4,Skarner,Fighter,-1372,4900,119,1,3,Aurora,Unknown,6927,133,4,0,Yone,Assassin,-2027,5808,106,2,4,Ashe,Marksman,5439,99,0,4,Ezreal,Marksman,369,5403,29,4,2,Seraphine,Mage,5144,22,3,2,Karma,Mage,259,혼합조합,혼합조합
KR_8220919195,1,1,0,0,24,1,3,0,0,2,13,0,6365,112,2,3,Jax,Fighter,7263,102,6,6,Rengar,Assassin,-898,6191,94,3,3,Evelynn,Assassin,6808,86,4,5,XinZhao,Fighter,-617,6492,115,4,2,Akshan,Marksman,4510,101,1,3,Orianna,Mage,1982,7547,115,4,3,Ezreal,Marksman,4636,79,2,5,Smolder,Marksman,2911,7938,23,11,3,Sion,Tank,3934,18,0,5,Pantheon,Fighter,4004,하이퍼캐리,혼합조합
KR_8225311916,1,1,0,0,13,1,3,0,0,0,8,0,6431,153,3,0,Akali,Assassin,5906,140,1,1,Sion,Tank,525,7193,121,6,2,Kayn,Fighter,6575,122,3,1,XinZhao,Fighter,618,5555,155,1,3,Yasuo,Fighter,5484,105,2,2,Katarina,Assassin,71,6211,118,2,2,Ezreal,Marksman,5345,104,2,5,KogMaw,Marksman,866,4253,21,1,1,Nautilus,Tank,3781,27,0,4,Karma,Mage,472,혼합조합,혼합조합
KR_8206780025,0,0,0,0,17,0,2,2,0,1,23,1,6400,133,2,4,Fiora,Fighter,5361,91,4,3,KSante,Tank,1039,6674,113,3,5,Jayce,Fighter,8670,107,10,2,Kindred,Marksman,-1996,6413,141,2,2,Cassiopeia,Mage,6305,124,3,3,Zeri,Marksman,108,8142,118,7,7,Yunara,Unknown,6041,92,3,6,Tristana,Marksman,2101,5312,21,3,5,Blitzcrank,Tank,5793,16,3,3,Elise,Mage,-481,혼합조합,하이퍼캐리
KR_8215780185,1,0,0,0,13,1,0,2,0,0,12,3,6527,105,5,3,Cassiopeia,Mage,5554,103,3,6,Renekton,Fighter,973,5627,103,1,3,Viego,Assassin,5898,113,2,1,XinZhao,Fighter,-271,6553,147,2,2,Malzahar,Mage,5969,117,4,1,Zoe,Mage,584,6451,132,3,2,Kaisa,Marksman,6114,124,1,2,Varus,Marksman,337,4326,17,2,2,Nautilus,Tank,4384,8,2,3,Bard,Support,-58,혼합조합,혼합조합
KR_8173965112,1,2,0,0,11,1,0,0,0,0,5,3,6355,138,3,1,Ornn,Tank,5025,126,1,6,Singed,Tank,1330,5635,120,2,1,MonkeyKing,Fighter,5249,103,0,0,Sejuani,Tank,386,5499,130,1,1,Taliyah,Mage,5289,133,1,0,Talon,Assassin,210,7288,135,3,1,Ezreal,Marksman,6505,112,3,3,Yunara,Unknown,783,4375,30,2,1,Mel,Unknown,3479,26,0,3,Braum,Support,896,혼합조합,혼합조합
KR_8225532051,0,0,0,1,0,0,2,1,0,0,13,1,4430,106,0,6,Kennen,Mage,6955,120,6,0,Malphite,Tank,-2525,4618,100,0,2,JarvanIV,Tank,6846,134,3,0,Hecarim,Fighter,-2228,4910,108,0,2,Zed,Assassin,6701,153,3,0,Cassiopeia,Mage,-1791,5270,139,0,1,Vladimir,Mage,6014,150,0,0,Ezreal,Marksman,-744,3324,24,0,2,Nami,Support,4440,17,1,0,Bard,Support,-1116,혼합조합,혼합조합
KR_8209794417,1,0,0,3,12,1,0,2,0,0,15,3,4456,71,3,2,Chogath,Tank,6115,137,2,1,Anivia,Mage,-1659,6765,90,4,4,Nocturne,Assassin,5720,111,1,2,JarvanIV,Tank,1045,4863,94,1,4,Syndra,Mage,7084,122,5,3,Qiyana,Assassin,-2221,6254,119,1,1,Tristana,Marksman,7292,139,2,2,Kaisa,Marksman,-1038,5109,22,3,5,Nautilus,Tank,5131,22,5,4,Poppy,Tank,-22,혼합조합,혼합조합
KR_8158284110,0,0,0,2,8,0,0,2,0,0,20,3,4145,88,0,6,Yone,Assassin,6898,130,5,1,Irelia,Fighter,-2753,6487,104,4,2,Vi,Fighter,7011,111,6,2,Diana,Fighter,-524,5280,101,3,6,Vex,Mage,6686,131,5,0,Yasuo,Fighter,-1406,4867,96,1,4,Xayah,Marksman,7519,145,4,3,Kalista,Marksman,-2652,3891,21,0,2,Lulu,Support,4682,13,0,2,Sona,Support,-791,혼합조합,브루저조합
KR_8136774661,1,1,0,0,14,0,3,0,0,1,10,0,7174,143,2,3,Gnar,Fighter,5093,93,2,5,Sylas,Mage,2081,7233,104,7,0,Evelynn,Assassin,6467,89,4,2,RekSai,Fighter,766,5626,108,1,2,TwistedFate,Mage,5801,140,1,1,Vladimir,Mage,-175,6751,120,2,2,Lucian,Marksman,6123,130,2,3,Jhin,Marksman,628,4337,16,2,3,Karma,Mage,4018,16,1,3,Zilean,Support,319,혼합조합,혼합조합
KR_8209107448,0,0,0,1,13,0,3,2,0,1,18,0,6610,119,4,0,Aatrox,Fighter,4894,108,0,6,Gwen,Fighter,1716,7221,91,6,4,XinZhao,Fighter,6836,119,4,1,JarvanIV,Tank,385,5026,105,1,2,Sylas,Mage,6818,144,4,1,Ahri,Mage,-1792,5132,85,1,7,Ashe,Marksman,7087,91,7,3,Lucian,Marksman,-1955,4393,13,1,5,Bard,Support,5065,18,3,2,Milio,Support,-672,혼합조합,혼합조합
KR_8215138805,1,1,0,1,20,1,0,1,0,1,14,3,5484,107,2,6,Varus,Marksman,6274,79,5,4,Aatrox,Fighter,-790,6293,88,5,2,Rengar,Assassin,6677,100,4,3,Kayn,Fighter,-384,7800,131,5,3,TwistedFate,Mage,5802,127,1,3,Diana,Fighter,1998,8520,113,7,2,Ezreal,Marksman,5583,104,2,4,AurelionSol,Mage,2937,5325,20,1,1,Bard,Support,4694,10,2,6,Poppy,Tank,631,하이퍼캐리,브루저조합
KR_8226455237,1,1,0,0,10,0,3,0,0,1,4,0,5625,92,1,0,Mordekaiser,Fighter,4773,114,1,4,Vayne,Marksman,852,7367,104,6,0,Naafiri,Assassin,5486,84,2,4,Belveth,Fighter,1881,6296,148,1,1,Orianna,Mage,5131,137,0,1,Aurora,Unknown,1165,5763,139,0,1,Jhin,Marksman,5675,137,0,0,Ezreal,Marksman,88,4322,17,2,2,Alistar,Tank,3956,20,1,1,Rell,Tank,366,혼합조합,하이퍼캐리
KR_8209043829,0,1,0,1,5,0,1,1,0,0,12,2,4467,99,1,3,Aurora,Unknown,4726,60,3,1,Lulu,Support,-259,5585,108,1,2,MasterYi,Assassin,6535,121,3,1,XinZhao,Fighter,-950,4270,86,0,4,TwistedFate,Mage,6415,152,2,0,Ryze,Mage,-2145,6299,127,2,1,Brand,Mage,6423,140,3,1,Ezreal,Marksman,-124,4057,31,1,2,Zilean,Support,4191,17,1,2,Rakan,Support,-134,혼합조합,혼합조합
KR_8217177519,0,0,0,1,17,1,1,1,0,0,21,2,7297,124,6,3,Tryndamere,Fighter,5679,125,2,6,KSante,Tank,1618,5552,96,2,3,Poppy,Tank,7115,124,4,2,Karthus,Mage,-1563,6434,135,4,2,Ahri,Mage,6856,148,3,1,Viktor,Mage,-422,6409,89,4,7,Singed,Tank,8189,133,7,5,Ezreal,Marksman,-1780,4690,18,1,6,Camille,Fighter,6528,28,5,3,Pantheon,Fighter,-1838,혼합조합,혼합조합
KR_8225998988,1,1,0,0,17,1,3,1,0,1,10,0,6227,144,4,0,Velkoz,Mage,4614,102,1,6,Singed,Tank,1613,5930,112,3,3,XinZhao,Fighter,6949,134,3,1,Graves,Marksman,-1019,7268,106,8,1,Aurora,Unknown,4478,72,1,7,Viktor,Mage,2790,5482,105,2,4,Varus,Marksman,6477,140,3,1,Xerath,Mage,-995,4151,15,0,2,Bard,Support,5417,21,2,2,Senna,Marksman,-1266,혼합조합,하이퍼캐리
